"ENSEMBL","SYMBOL","sexBias","KDM5C_binding","Promo_CGI","seqnames","start","end","gene_name","TSS","pvalue","qvalue","meth.diff"
"ENSMUSG00000078957","1700060C20Rik","XY","Unbound","no","chr2",158191509,158192508,"1700060C20Rik",158192008,0.121605369634183,0.229686624086114,8.20565202587675
"ENSMUSG00000078958","Atp6ap1l","XY","Unbound","no","chr13",90904856,90905855,"Atp6ap1l",90905355,0.24140969764951,0.346174654744357,2.50065121125294
"ENSMUSG00000078962","4932414J04Rik","XY","Unbound","no","chr11",21510679,21511678,"4932414J04Rik",21511178,0.298159743912754,0.400266692919763,5
"ENSMUSG00000079022","Col22a1","XY","Unbound","no","chr15",72033728,72034727,"Col22a1",72034227,0.483950593872211,0.525712004415587,-5.40540540540541
"ENSMUSG00000079093","4930449I24Rik","XY","Unbound","no","chr5",146501900,146502899,"4930449I24Rik",146502399,0.892895173210335,0.704637675763472,0.601023017902813
"ENSMUSG00000079156","Smok3b","unbiased","Unbound","no","chr5",138020930,138021929,"Smok3b",138021429,0.741394333009615,0.645406198515605,-1.89189189189189
"ENSMUSG00000079235","Ccdc13","XY","Unbound","CGI","chr9",121838962,121839961,"Ccdc13",121839461,0.00594983974922046,0.0241860855154961,8.609022856732
"ENSMUSG00000079244","Gm5622","XY","Unbound","no","chr14",51552291,51553290,"Gm5622",51552790,0.128394951435493,0.240566723444247,-6.92239858906525
"ENSMUSG00000079324","4932414N04Rik","XY","Unbound","no","chr2",68655987,68656986,"4932414N04Rik",68656486,0.0715725186619028,0.157822382488702,-4.58296751536436
"ENSMUSG00000079330","Lemd1","XY","Unbound","CGI","chr1",132190932,132191931,"Lemd1",132191431,0.485908843507015,0.525810448875438,-0.773393957960475
"ENSMUSG00000079346","1700013D24Rik","XY","Unbound","no","chr6",124356570,124357569,"1700013D24Rik",124357069,0.370739334315129,0.450806703852719,-3.3103813559322
"ENSMUSG00000079421","4930402F06Rik","XY","Unbound","no","chr2",35396676,35397675,"4930402F06Rik",35397175,0.44216586147082,0.502923052148483,2.19905631425502
"ENSMUSG00000079513","4932429P05Rik","XY","Unbound","no","chrX",89751769,89752768,"4932429P05Rik",89752268,0.977976084877258,0.738576935887463,0.235294117647056
"ENSMUSG00000079579","Gm6760","XY","Unbound","no","chrX",64151699,64152698,"Gm6760",64152198,0.19291517240266,0.306828703061905,-9.09090909090909
"ENSMUSG00000079580","Tmem217","XY","Unbound","no","chr17",29551886,29552885,"Tmem217",29552385,0.29943784542814,0.401004168186416,2.2131847391363
"ENSMUSG00000079583","Gm7073","XY","Unbound","no","chrX",60538750,60539749,"Gm7073",60539249,0.384857670610661,0.461310877903689,-1.81818181818182
"ENSMUSG00000079608","Stard6","XY","Bound","CGI","chr18",70471955,70472954,"Stard6",70472454,0.0708387583716612,0.157317485421459,-3.56821974072648
"ENSMUSG00000079619","Cypt15","XY","Unbound","no","chrX",39345768,39346767,"Cypt15",39346267,0.57704519864298,0.56850170393497,3.54691075514875
"ENSMUSG00000079627","Rhox2h","XX","Unbound","no","chrX",37672778,37673777,"Rhox2h",37673277,0.148453110662888,0.264663231216178,5.87764436821041
"ENSMUSG00000079629","Rhox2g","unbiased","Unbound","no","chrX",37642971,37643970,"Rhox2g",37643470,0.0141793521175049,0.0460381324281541,7.61556368473562
"ENSMUSG00000079637","Rhox2c","unbiased","Unbound","no","chrX",37453181,37454180,"Rhox2c",37453680,0.00246796318857215,0.0120178173786952,8.18181818181818
"ENSMUSG00000079638","Rhox2b","unbiased","Unbound","no","chrX",37411568,37412567,"Rhox2b",37412067,0.732047344205281,0.63997638056938,-1.11111111111111
"ENSMUSG00000079681","Zglp1","unbiased","Unbound","CGI","chr9",21066594,21067593,"Zglp1",21067093,6.2752233050737e-05,0.000458360692169841,-9.09217364913568
"ENSMUSG00000079701","Ssxb3","XY","Unbound","no","chrX",8591317,8592316,"Ssxb3",8591816,0.252503627918043,0.358236933831396,12.5
"ENSMUSG00000079705","Ssxb1","XY","Unbound","no","chrX",8412806,8413805,"Ssxb1",8413305,0.115037378050672,0.220850387081706,-13.4090909090909
"ENSMUSG00000079711","Smok4a","XY","Unbound","no","chr17",13520957,13521956,"Smok4a",13521456,0.653557847867383,0.608609143211046,-1.42637700241387
"ENSMUSG00000080459","Mir669g","XX","Unbound","no","chr2",10476651,10477650,"Mir669g",10477150,0.698272893023629,0.625082844731012,-1.53061224489796
"ENSMUSG00000080594","Mir669h","XX","Unbound","no","chr2",10517656,10518655,"Mir669h",10518155,0.418371354811873,0.486283806209699,-3.39130434782609
"ENSMUSG00000080657","Mir669i","XY","Unbound","no","chr2",10517105,10518104,"Mir669i",10517604,0.427574120937799,0.49346392923046,2.16919178861368
"ENSMUSG00000080665","Mir1199","XX","Unbound","CGI","chr8",84011134,84012133,"Mir1199",84011633,0.0997059202539161,0.200042917993291,-1.13881090101365
"ENSMUSG00000080669","Mir1224","XY","Unbound","no","chr16",20603953,20604952,"Mir1224",20604452,0.707731799923229,0.629411009277245,-1.08507728433928
"ENSMUSG00000080980","1700071K01Rik","unbiased","Unbound","no","chr11",81572974,81573973,"1700071K01Rik",81573473,0.798000744671739,0.669649705231794,0.485728913349537
"ENSMUSG00000081984","Dnajb3","XY","Bound","CGI","chr1",88205283,88206282,"Dnajb3",88205782,0.00398518577351694,0.0177426067915695,-5.39838119161372
"ENSMUSG00000084135","Pom121l12","XY","Unbound","no","chr11",14598777,14599776,"Pom121l12",14599276,0.0393923608020228,0.103164895901175,4.95988220091955
"ENSMUSG00000084234","4933405O20Rik","XY","Unbound","no","chr7",50598691,50599690,"4933405O20Rik",50599190,0.188754773391474,0.303656542848346,-2.95478582760444
"ENSMUSG00000084516","Mir1902","XY","Unbound","no","chr2",104428441,104429440,"Mir1902",104428940,0.543462189048942,0.552720152708514,1.86492552540297
"ENSMUSG00000084747","Mir1899","XX","Unbound","no","chr9",8246287,8247286,"Mir1899",8246786,0.0286259343613872,0.079654175219156,11.2888888888889
"ENSMUSG00000084782","Gm11213","XY","Unbound","no","chr4",63604762,63605761,"Gm11213",63605261,0.505040015346441,0.53840883559284,-6.0919540229885
"ENSMUSG00000085576","Dpy19l2","XY","Unbound","CGI","chr9",24695794,24696793,"Dpy19l2",24696293,0.000143888249249891,0.000960916042609662,-7.6495324850588
"ENSMUSG00000085800","1700066O22Rik","XY","Unbound","no","chr18",57533253,57534252,"1700066O22Rik",57533752,0.827535985027716,0.678996687964915,0.83788706739526
"ENSMUSG00000085820","4933406K04Rik","XY","Unbound","no","chr12",106715863,106716862,"4933406K04Rik",106716362,0.510593295924346,0.542449720672678,-0.787343472133062
"ENSMUSG00000086022","Rad51ap2","unbiased","Unbound","CGI","chr12",11455580,11456579,"Rad51ap2",11456079,0.405444448866197,0.47741824017321,-2.74479224685307
"ENSMUSG00000086373","Gm11978","XY","Unbound","no","chr11",6659734,6660733,"Gm11978",6660233,0.538401070145615,0.552720152708514,-1.07876562636594
"ENSMUSG00000086379","1700026D11Rik","XY","Unbound","no","chr2",132490135,132491134,"1700026D11Rik",132490634,0.538612388571137,0.552720152708514,-1.62919517758227
"ENSMUSG00000086727","4931428L18Rik","XY","Unbound","no","chr1",31222185,31223184,"4931428L18Rik",31222684,0.519670545602275,0.547415207377028,-1.40460591621997
"ENSMUSG00000086788","1700029M20Rik","XY","Bound","no","chr4",135626156,135627155,"1700029M20Rik",135626655,0.0859255947355775,0.18134557878389,-2.31537975078159
"ENSMUSG00000087166","L1td1","unbiased","Unbound","no","chr4",98726235,98727234,"L1td1",98726734,0.354270094189198,0.436926671913316,-1.22854113559972
"ENSMUSG00000087223","4930442L01Rik","XY","Unbound","no","chr3",96831597,96832596,"4930442L01Rik",96832096,0.176712313275726,0.292938099376769,3.05251932817915
"ENSMUSG00000087279","4930544D05Rik","XY","Unbound","no","chr11",70615349,70616348,"4930544D05Rik",70615848,0.0366275468184145,0.09951295115953,-4.87710499219451
"ENSMUSG00000087475","4933406I18Rik","XY","Unbound","no","chr7",114414662,114415661,"4933406I18Rik",114415161,0.0378082279252826,0.100996524581938,-1.84811262549778
"ENSMUSG00000087621","1700003G18Rik","unbiased","Unbound","no","chr7",116092660,116093659,"1700003G18Rik",116093159,0.404358285553093,0.47741824017321,-0.771634721791864
"ENSMUSG00000088025","Rprl3","XY","Unbound","no","chr8",3802859,3803858,"Rprl3",3803358,0.809053925136144,0.673574851908233,-0.688547925252825
"ENSMUSG00000088639","Mir1955","XX","Unbound","no","chr2",92191478,92192477,"Mir1955",92191977,0.10092673800949,0.201197020743865,-6.98665882612372
"ENSMUSG00000088752","Mir1934","XX","Unbound","no","chr11",69662544,69663543,"Mir1934",69663043,4.73026525738594e-11,1.22805688955199e-09,-14.3213705811488
"ENSMUSG00000089717","Olfr275","XY","Unbound","no","chr4",52814105,52815104,"Olfr275",52814604,0.335315594922787,0.427229250508717,4.06604747162023
"ENSMUSG00000089798","1700028K03Rik","unbiased","Bound","no","chr5",107534210,107535209,"1700028K03Rik",107534709,3.90187268381789e-07,4.73773233128932e-06,-12.2800818300167
"ENSMUSG00000089984","Fbxo24","XY","Unbound","no","chr5",137628503,137629502,"Fbxo24",137629002,0.574305759962198,0.566997761587375,-0.487293235668352
"ENSMUSG00000089992","G6pd2","XY","Unbound","no","chr5",61808317,61809316,"G6pd2",61808816,0.8272989736122,0.678996687964915,-0.542717086834732
"ENSMUSG00000090115","Usp49","unbiased","Unbound","no","chr17",47630191,47631190,"Usp49",47630690,0.413637208472587,0.483412373942207,2.8756154303955
"ENSMUSG00000090141","Gm614","XY","Unbound","no","chrX",101263493,101264492,"Gm614",101263992,0.934410608640973,0.720465582376771,0.265111346765645
"ENSMUSG00000090173","Fbxw10","XY","Unbound","no","chr11",62846570,62847569,"Fbxw10",62847069,0.785424290025772,0.666363015681182,1.07639962882771
"ENSMUSG00000090206","Tepp","XY","Unbound","CGI","chr8",95310067,95311066,"Tepp",95310566,0.197849041905166,0.311937372353249,4.81983516109258
"ENSMUSG00000090273","Prr22","XY","Unbound","no","chr17",56769751,56770750,"Prr22",56770250,0.0549468307458473,0.134996387055726,-3.83678780555814
"ENSMUSG00000090369","4933411K16Rik","XY","Unbound","no","chr19",42051749,42052748,"4933411K16Rik",42052248,0.068669425466681,0.153594365211832,5.14035087719298
"ENSMUSG00000090457","4930571K23Rik","XY","Unbound","no","chr7",125368362,125369361,"4930571K23Rik",125368861,0.00300349742060504,0.0142544081039432,7.68803814132214
"ENSMUSG00000090585","4933406F09Rik","XY","Unbound","no","chr14",7411961,7412960,"4933406F09Rik",7412460,0.0719170077463209,0.158208870754592,15.7142857142857
"ENSMUSG00000090840","1700092M07Rik","XY","Unbound","no","chr19",8740219,8741218,"1700092M07Rik",8740718,0.828081357493865,0.678996687964915,-0.603895605940541
"ENSMUSG00000090874","Olfr733","XY","Unbound","no","chr14",50301023,50302022,"Olfr733",50301522,0.0514551510700811,0.128370450739657,30.4761904761905
"ENSMUSG00000091006","Vmn2r69","XY","Unbound","no","chr7",85415421,85416420,"Vmn2r69",85415920,0.962560563989667,0.73306221814635,-0.31712473572939
"ENSMUSG00000091043","Glyatl3","unbiased","Unbound","no","chr17",40913851,40914850,"Glyatl3",40914350,0.176426715521766,0.292938099376769,4.33176100628931
"ENSMUSG00000091045","Vmn2r55","XX","Unbound","no","chr7",12684504,12685503,"Vmn2r55",12685003,0.220794446300532,0.33380764037213,6.30952380952381
"ENSMUSG00000091091","Kcnmb3","XY","Unbound","no","chr3",32491732,32492731,"Kcnmb3",32492231,0.564611976305083,0.563282427977358,-1.77070911561606
"ENSMUSG00000091119","Ccdc152","unbiased","Unbound","no","chr15",3303027,3304026,"Ccdc152",3303526,0.895421058813691,0.704691470290408,-0.242441945377536
"ENSMUSG00000091129","Iqcf6","XY","Unbound","no","chr9",106626083,106627082,"Iqcf6",106626582,0.645940998761573,0.603318891667639,2.5
"ENSMUSG00000091205","Vmn2r71","XY","Unbound","no","chr7",85562588,85563587,"Vmn2r71",85563087,0.000521711059477088,0.00292079935070462,17.8084935897436
"ENSMUSG00000091304","Speer6-ps1","XY","Unbound","no","chr13",3148976,3149975,"Speer6-ps1",3149475,0.340265412165549,0.428747945084856,-6.31276901004304
"ENSMUSG00000091490","Triml2","unbiased","Unbound","no","chr8",43180042,43181041,"Triml2",43180541,5.96225563473904e-09,1.13763426417532e-07,-25.4099425268695
"ENSMUSG00000091526","BB019430","XY","Unbound","no","chr10",58696246,58697245,"BB019430",58696745,0.827714061054317,0.678996687964915,0.547709160281851
"ENSMUSG00000091614","Tmem217","XY","Unbound","no","chr17",29549139,29550138,"Gm17657",29549638,0.100609860756815,0.200993885687016,5.07729191486858
"ENSMUSG00000091692","4930433I11Rik","XY","Unbound","no","chr7",40987044,40988043,"4930433I11Rik",40987543,0.00566029513763322,0.0235204003564235,16.4725738396624
"ENSMUSG00000092009","Myh15","XY","Unbound","no","chr16",49056987,49057986,"Myh15",49057486,0.0456945636749513,0.117939796627626,-7.80481654268063
"ENSMUSG00000092066","1700121N20Rik","XY","Unbound","no","chr12",106447167,106448166,"1700121N20Rik",106447666,0.494674754319007,0.532216239027413,1.77186123006269
"ENSMUSG00000092074","Dynlt1a","XY","Unbound","CGI","chr17",6317001,6318000,"Dynlt1a",6317500,6.50736094534581e-08,9.36008281431561e-07,-23.6872484016102
"ENSMUSG00000092305","Prps1l1","XY","Unbound","no","chr12",34984262,34985261,"Prps1l1",34984761,0.228479469028116,0.336510610800959,2.81211251569433
"ENSMUSG00000092519","Actl9","XY","Unbound","no","chr17",33432397,33433396,"Actl9",33432896,0.347222504483668,0.434004686099071,-2.01976998384185
"ENSMUSG00000092807","Mir199b","unbiased","Unbound","no","chr2",32317961,32318960,"Mir199b",32318460,0.256519886747579,0.362857403965507,5.51923076923077
"ENSMUSG00000092837","Rpph1","XY","Unbound","no","chr14",50807268,50808267,"Rpph1",50807767,0.337689273946285,0.427229250508717,0.89161658781912
"ENSMUSG00000092972","Mir3078","XY","Unbound","no","chr14",64590686,64591685,"Mir3078",64591185,0.00177804694708012,0.0091339785448849,9.08314132104455
"ENSMUSG00000092995","Mir16-1","XX","Unbound","no","chr14",61631473,61632472,"Mir16-1",61631972,0.666146093346423,0.613004875528365,-1.30803242446573
"ENSMUSG00000093007","Mir15a","XX","Unbound","no","chr14",61631611,61632610,"Mir15a",61632110,0.666146093346423,0.613004875528365,-1.30803242446573
"ENSMUSG00000093108","Mir344f","unbiased","Unbound","no","chr7",62045749,62046748,"Mir344f",62046248,0.000401983751673977,0.0023199660839845,26.0205299594175
"ENSMUSG00000093289","Snord92","XY","Unbound","no","chr17",71630782,71631781,"Snord92",71631281,1.82849809450606e-20,1.0056196293968e-18,46.0478199718706
"ENSMUSG00000093668","Pou5f2","XY","Unbound","no","chr13",78024403,78025402,"Pou5f2",78024902,0.245728412348219,0.350705741374638,3.39650353929949
"ENSMUSG00000093812","Gm5627","XY","Unbound","no","chr9",102739149,102740148,"Gm5627",102739648,0.383546602341066,0.460883189287816,2.89386947923533
"ENSMUSG00000093923","Gm5935","XY","Unbound","no","chrX",24774665,24775664,"Gm5935",24775164,0.870893233571954,0.694152761196107,-0.740740740740742
"ENSMUSG00000094445","1700015G11Rik","XY","Unbound","no","chr7",52015229,52016228,"1700015G11Rik",52015728,0.687539802910466,0.622882743690714,-2.0964360587002
"ENSMUSG00000094845","Tmem95","XY","Unbound","no","chr11",69877519,69878518,"Tmem95",69878018,0.0453503097161677,0.117731557404675,-4.14111792410913
"ENSMUSG00000095024","Gm5458","XY","Unbound","no","chr14",19602082,19603081,"Gm5458",19602581,0.000171467618972029,0.00110561078453856,24.7243725076237
"ENSMUSG00000095040","1700001J03Rik","XY","Unbound","no","chr5",146184805,146185804,"1700001J03Rik",146185304,0.817428514158209,0.67753047559356,0.690827804332839
"ENSMUSG00000095240","Cypt14","XY","Unbound","no","chrX",39863105,39864104,"Cypt14",39863604,0.00870605226994592,0.0313746242814299,10
"ENSMUSG00000095384","1700001F09Rik","XY","Unbound","no","chr14",43347312,43348311,"1700001F09Rik",43347811,0.0128554953049487,0.0430797091135749,15.7689811810513
"ENSMUSG00000095528","Gm10375","XY","Unbound","no","chr14",43607514,43608513,"Gm10375",43608013,0.0695672049695316,0.154861483693599,27.7777777777778
"ENSMUSG00000095608","Olfr247","XX","Unbound","no","chr10",129975641,129976640,"Olfr247",129976140,0.404654269169724,0.47741824017321,-3.70370370370371
"ENSMUSG00000095677","Dynlt1f","XY","Unbound","CGI","chr17",6655401,6656400,"Dynlt1f",6655900,0.584202917580762,0.573739729769072,1.07564155806714
"ENSMUSG00000095698","Rhox2d","unbiased","Unbound","no","chrX",37492929,37493928,"Rhox2d",37493428,0.882345496475425,0.699701845886906,0.344318740777172
"ENSMUSG00000096405","4930474N05Rik","XY","Unbound","no","chr14",36094418,36095417,"4930474N05Rik",36094917,2.20212693375327e-07,2.82038008839356e-06,-51.7142857142857
"ENSMUSG00000096573","1700009J07Rik","XY","Unbound","no","chr10",77892918,77893917,"1700009J07Rik",77893417,0.0843194000708607,0.178358326947276,2.57336063031206
"ENSMUSG00000096655","1700065D16Rik","XY","Unbound","no","chr9",95857823,95858822,"1700065D16Rik",95858322,0.142940313942699,0.260963158153102,1.83455412942679
"ENSMUSG00000096753","Fam181a","XY","Unbound","no","chr12",103310476,103311475,"Fam181a",103310975,0.000556826288021453,0.00308049974414355,10.8333333333333
"ENSMUSG00000096834","Gm15127","XY","Unbound","no","chrX",148663099,148664098,"Gm15127",148663598,0.0589218811970871,0.140533120068089,13.6470588235294
"ENSMUSG00000097047","1110020A21Rik","XY","Unbound","no","chr17",84957211,84958210,"1110020A21Rik",84957710,0.388166750414708,0.463711938811471,-0.658165586877857
"ENSMUSG00000097425","Vmn1r181","XY","Unbound","no","chr7",23974116,23975115,"Vmn1r181",23974615,0.458873827133677,0.512573300984677,2.61111111111112
"ENSMUSG00000097538","Vmn2r-ps11","XY","Unbound","no","chr3",64844244,64845243,"Gm26939",64844743,0.440658191250716,0.501818700798071,3.60915492957746
"ENSMUSG00000099353","1700031M16Rik","XY","Unbound","no","chr15",98397920,98398919,"1700031M16Rik",98398419,0.00942604603277273,0.0336369350294335,8.14661098945868
"ENSMUSG00000099417","1700028B04Rik","XY","Unbound","no","chr7",28492051,28493050,"1700028B04Rik",28492550,0.934729368959367,0.720465582376771,0.259331461377499
"ENSMUSG00000099579","1700120K04Rik","XY","Unbound","no","chr7",127603946,127604945,"1700120K04Rik",127604445,0.485255580393846,0.525712004415587,-1.13936062301627
"ENSMUSG00000099630","1700096J18Rik","XY","Unbound","no","chr11",109346340,109347339,"1700096J18Rik",109346839,0.457232841678431,0.512573300984677,-3.46700083542189
"ENSMUSG00000100127","Gsdmcl-ps","XY","Unbound","no","chr15",63913949,63914948,"Gsdmcl-ps",63914448,0.455435561565826,0.512573300984677,1.69413052170801
"ENSMUSG00000100219","1700054K19Rik","XY","Unbound","no","chr6",112210209,112211208,"1700054K19Rik",112210708,0.196779976654704,0.31077591180657,4.94318181818182
"ENSMUSG00000100253","1700020N18Rik","XY","Unbound","no","chr1",91405530,91406529,"1700020N18Rik",91406029,0.0106178253427906,0.0374608695913359,8.07186101605686
"ENSMUSG00000100282","1700041C23Rik","XY","Unbound","no","chr9",57174776,57175775,"1700041C23Rik",57175275,0.992546077939766,0.744767619810504,0.0362600362600385
