PeakID (cmd=annotatePeaks.pl tss mm10 -list ../data/raw/KDM5C_unbound_allgerm_HOMER.txt -m E2F.motif -size -300,300)	Chr	Start	End	Strand	Not Used	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	CpG%	GC%	E2F Distance From Peak(sequence,strand,conservation)
NM_130869	chr6	43309254	43309854	-	0	NA	promoter-TSS (NM_130869)	promoter-TSS (NM_130869)	0	NM_130869	18291		NM_130869	ENSMUSG00000029736	Nobox	OG2|Og2x	NOBOX oogenesis homeobox	protein-coding	0.035000	0.597338	
NM_001039049	chr12	102899006	102899606	+	0	NA	promoter-TSS (NM_001039049)	promoter-TSS (NM_001039049)	0	NM_001039049	75483		NM_001039049	ENSMUSG00000043319	Cox8c	1700007F21Rik|COX8-3|COXVIII-3	cytochrome c oxidase subunit 8C	protein-coding	0.031667	0.545757	
NM_011147	chrX	160719672	160720272	-	0	NA	promoter-TSS (NM_011147)	promoter-TSS (NM_011147)	0	NM_011147	237178		NM_011147	ENSMUSG00000062168	Ppef1	PPEF-1	protein phosphatase with EF hand calcium-binding domain 1	protein-coding	0.003333	0.410982	
NM_013637	chr16	10796523	10797123	-	0	NA	promoter-TSS (NM_013637)	promoter-TSS (NM_013637)	0	NM_013637	19118		NM_013637	ENSMUSG00000022501	Prm1	Prm-1	protamine 1	protein-coding	0.026667	0.579035	238(GCGGGA,-,0.00)
NM_001081565	chrX	8690544	8691144	-	0	NA	promoter-TSS (NM_001081565)	promoter-TSS (NM_001081565)	0	NM_001081565	631002		NM_001081565	ENSMUSG00000079703	Ssxb8	-	SSX member B8	protein-coding	0.001667	0.432612	
NM_178378	chr16	33055886	33056486	-	0	NA	promoter-TSS (NM_001130485)	promoter-TSS (NM_001130485)	0	NM_178378	69707		NM_178378	ENSMUSG00000035578	Iqcg	2400003L07Rik|G1-374-12|esgd12d|repro1|stubby12d	IQ motif containing G	protein-coding	0.048333	0.489185	8(TCCCGC,+,0.00)
NM_019464	chr3	144720035	144720635	-	0	NA	promoter-TSS (NM_019464)	promoter-TSS (NM_019464)	0	NM_019464	54673		NM_019464	ENSMUSG00000037062	Sh3glb1	Bif-1|mKIAA0491	SH3-domain GRB2-like B1 (endophilin)	protein-coding	0.125000	0.748752	-111(TCCCGC,+,0.00),165(TCCCGC,+,0.00)
NM_029253	chr16	10192606	10193206	+	0	NA	promoter-TSS (NM_029253)	promoter-TSS (NM_029253)	0	NM_029253	75329		NM_029253	ENSMUSG00000039200	Atf7ip2	4930558K11Rik|Get-1|PSM2	activating transcription factor 7 interacting protein 2	protein-coding	0.081667	0.640599	
NM_028942	chr1	97128003	97128603	-	0	NA	promoter-TSS (NM_028942)	promoter-TSS (NM_028942)	0	NM_028942	74441		NM_028942	ENSMUSG00000026331	Slco6c1	4933404A18Rik	solute carrier organic anion transporter family, member 6c1	protein-coding	0.018333	0.420965	
NM_015777	chr6	138658154	138658754	-	0	NA	promoter-TSS (NM_015777)	promoter-TSS (NM_015777)	0	NM_015777	50540		NM_015777	ENSMUSG00000046717	Igbp1b	alpha4-b	immunoglobulin (CD79A) binding protein 1b	protein-coding	0.031667	0.544093	
NM_007697	chr6	103510576	103511176	+	0	NA	promoter-TSS (NM_007697)	promoter-TSS (NM_007697)	0	NM_007697	12661		NM_007697	ENSMUSG00000030077	Chl1	A530023M13Rik|CALL|LICAM2	cell adhesion molecule L1-like	protein-coding	0.038333	0.559068	129(GCGGGA,-,0.00)
NM_009651	chrX	7067215	7067815	+	0	NA	promoter-TSS (NM_001042542)	promoter-TSS (NM_001042542)	0	NM_009651	11643		NM_009651	ENSMUSG00000050089	Akap4	AKAP-4|AKAP82|Fsc1|PRKA4|mAKAP82|p82	A kinase anchor protein 4	protein-coding	0.003333	0.387687	
NM_172125	chr5	121503135	121503735	-	0	NA	promoter-TSS (NM_172125)	promoter-TSS (NM_172125)	0	NM_172125	280667		NM_172125	ENSMUSG00000062438	Adam1b	Adam1|Ftna	a disintegrin and metallopeptidase domain 1b	protein-coding	0.016667	0.517471	
NR_030532	chrX	66776518	66777118	-	0	NA	promoter-TSS (NR_030532)	promoter-TSS (NR_030532)	0	NR_030532	100049546		NR_030532	ENSMUSG00000077127	Mir743	Mirn743|mir-743a|mmu-mir-743	microRNA 743	ncRNA	0.001667	0.339434	
NM_008457	chr7	43950366	43950966	+	0	NA	promoter-TSS (NM_008457)	promoter-TSS (NM_008457)	0	NM_008457	16624		NM_008457	ENSMUSG00000063089	Klk1b8	Klk8|Nrpn|TADG14|kallikrein|mGK-8	kallikrein 1-related peptidase b8	protein-coding	0.003333	0.547421	
NM_177576	chr11	9048691	9049291	-	0	NA	promoter-TSS (NM_001290520)	promoter-TSS (NM_001290520)	0	NM_177576	194974		NM_177576	ENSMUSG00000040985	Sun3	Sunc1	Sad1 and UNC84 domain containing 3	protein-coding	0.043333	0.580699	
NM_008955	chrX	37826755	37827355	+	0	NA	promoter-TSS (NM_008955)	promoter-TSS (NM_008955)	0	NM_008955	19202		NM_008955	ENSMUSG00000006200	Rhox6	Psx1	reproductive homeobox 6	protein-coding	0.038333	0.557404	
NM_028920	chr6	24732945	24733545	+	0	NA	promoter-TSS (NM_028920)	promoter-TSS (NM_028920)	0	NM_028920	74409		NM_028920	ENSMUSG00000029679	Hyal6	4932701A20Rik|Hyal-ps1|Hyalp1	hyaluronoglucosaminidase 6	protein-coding	0.006667	0.377704	
NM_011553	chr17	7324360	7324960	+	0	NA	promoter-TSS (NM_011553)	promoter-TSS (NM_011553)	0	NM_011553	21461		NM_011553	ENSMUSG00000071322	Tcp10a	D17Leh66A|D17Leh66aa|Gm10326|T66A-a|Tcp-10a	t-complex protein 10a	protein-coding	0.010000	0.459235	
NR_030477	chr4	63256551	63257151	+	0	NA	promoter-TSS (NR_030477)	promoter-TSS (NR_030477)	0	NR_030477	735262		NR_030477	ENSMUSG00000070102	Mir455	Mirn455|mir-455|mmu-mir-455	microRNA 455	ncRNA	0.026667	0.580699	
NM_001163195	chrX	67695398	67695998	+	0	NA	promoter-TSS (NM_001126317)	promoter-TSS (NM_001126317)	0	NM_001163195	666842		NM_001163195	ENSMUSG00000079577	Gm14692	-	predicted gene 14692	protein-coding	0.018333	0.509151	
NM_007989	chr15	76669648	76670248	-	0	NA	promoter-TSS (NM_007989)	promoter-TSS (NM_007989)	0	NM_007989	14106		NM_007989	ENSMUSG00000033837	Foxh1	Fast1|Fast2|fast-1|fast-2	forkhead box H1	protein-coding	0.020000	0.557404	
NM_027687	chr18	12741055	12741655	+	0	NA	promoter-TSS (NM_001042420)	promoter-TSS (NM_001042420)	0	NM_027687	71132		NM_027687	ENSMUSG00000024430	Cabyr	1700016C01Rik|4933421A18Rik|CBP86|FSP-2	calcium binding tyrosine phosphorylation regulated	protein-coding	0.056667	0.600666	
NM_033623	chr3	35929774	35930374	-	0	NA	promoter-TSS (NM_033623)	promoter-TSS (NM_033623)	0	NM_033623	114893		NM_033623	ENSMUSG00000027708	Dcun1d1	DCNL1|Rp42|SCCRO|Tes3|pTes3	defective in cullin neddylation 1 domain containing 1	protein-coding	0.015000	0.412646	
NM_026357	chr15	85131799	85132399	+	0	NA	promoter-TSS (NM_080470)	promoter-TSS (NM_080470)	0	NM_026357	67747		NM_026357	ENSMUSG00000022431	Ribc2	4930579A10Rik|Trib	RIB43A domain with coiled-coils 2	protein-coding	0.076667	0.587354	-100(GCGGGA,-,0.00)
NM_013783	chr4	154869285	154869885	+	0	NA	promoter-TSS (NM_013783)	promoter-TSS (NM_013783)	0	NM_013783	27390		NM_013783	ENSMUSG00000058183	Mmel1	Mell1|NEP2|NEP2(m)|NEPII|NL-1|NL2|Nl1|SEP	membrane metallo-endopeptidase-like 1	protein-coding	0.013333	0.547421	
NM_177655	chr2	148750061	148750661	+	0	NA	promoter-TSS (NM_177655)	promoter-TSS (NM_177655)	0	NM_177655	228756		NM_177655	ENSMUSG00000055177	Cstl1	RCET1|RCET2|RCET3	cystatin-like 1	protein-coding	0.005000	0.465890	
NR_030276	chr7	3219182	3219782	+	0	NA	promoter-TSS (NR_029643)	promoter-TSS (NR_029643)	0	NR_030276	100124471		NR_030276	ENSMUSG00000078032	Mir291b	Mirn291b|mir-291b|mmu-mir-291b	microRNA 291b	ncRNA	0.036667	0.527454	42(GCGGGA,-,0.00)
NM_183290	chr13	59693801	59694401	-	0	NA	promoter-TSS (NM_183290)	promoter-TSS (NM_183290)	0	NM_183290	70900		NM_183290	ENSMUSG00000049902	4921517D22Rik	-	RIKEN cDNA 4921517D22 gene	protein-coding	0.008333	0.484193	
NM_026458	chr7	120203664	120204264	+	0	NA	promoter-TSS (NM_026458)	promoter-TSS (NM_026458)	0	NM_026458	67928		NM_026458	ENSMUSG00000062017	Abca14	1700110B15Rik|4930539G24Rik	ATP-binding cassette, sub-family A member 14	protein-coding	0.051667	0.535774	
NM_026286	chr18	52331236	52331836	+	0	NA	promoter-TSS (NM_026286)	promoter-TSS (NM_026286)	0	NM_026286	67634		NM_026286	ENSMUSG00000024510	Ftmt	4930447C24Rik|FerH|Fth3|MtF	ferritin mitochondrial	protein-coding	0.035000	0.529118	
NR_015541	chr18	57533452	57534052	-	0	NA	promoter-TSS (NR_015541)	promoter-TSS (NR_015541)	0	NR_015541	74916		NR_015541	ENSMUSG00000085800	1700066O22Rik	4930500F21Rik|4930515O13Rik|4930542C11Rik	RIKEN cDNA 1700066O22 gene	ncRNA	0.010000	0.470882	
NM_139218	chr6	122626124	122626724	+	0	NA	promoter-TSS (NM_139218)	promoter-TSS (NM_139218)	0	NM_139218	73708		NM_139218	ENSMUSG00000046323	Dppa3	2410075G02Rik|PCG7|PGC7|Stella	developmental pluripotency-associated 3	protein-coding	0.030000	0.520799	
NM_145852	chr15	31453389	31453989	-	0	NA	promoter-TSS (NM_145852)	promoter-TSS (NM_145852)	0	NM_145852	252967		NM_145852	ENSMUSG00000022236	Ropn1l	ASP|Akapasp	ropporin 1-like	protein-coding	0.078333	0.613977	
NM_010341	chr1	86387841	86388441	-	0	NA	promoter-TSS (NM_010341)	promoter-TSS (NM_010341)	0	NM_010341	14767		NM_010341	ENSMUSG00000026237	Nmur1	FM-3|Gpr66|NMU-R1|NMU1R|NmU-R	neuromedin U receptor 1	protein-coding	0.026667	0.519135	
NM_001033455	chr4	154042377	154042977	-	0	NA	promoter-TSS (NM_001033455)	promoter-TSS (NM_001033455)	0	NM_001033455	381580		NM_001033455	ENSMUSG00000039492	Ccdc27	Gm1035	coiled-coil domain containing 27	protein-coding	0.025000	0.519135	
NM_001008973	chr17	65540482	65541082	-	0	NA	promoter-TSS (NM_001289485)	promoter-TSS (NM_001289485)	0	NM_001008973	381107		NM_001008973	ENSMUSG00000045036	Tmem232	E130009J12Rik|Gm940|Tes13-L|Tes13-S	transmembrane protein 232	protein-coding	0.035000	0.487521	59(GCGGGA,-,0.00)
NM_029158	chrX	103630286	103630886	+	0	NA	promoter-TSS (NM_029158)	promoter-TSS (NM_029158)	0	NM_029158	75064		NM_029158	ENSMUSG00000031330	Zcchc13	4930513O09Rik|Cnbp2	zinc finger, CCHC domain containing 13	protein-coding	0.036667	0.509151	295(GCGGGA,-,0.00)
NM_001122977	chr17	13948073	13948673	+	0	NA	promoter-TSS (NM_001122977)	promoter-TSS (NM_001122977)	0	NM_001122977	635895		NM_001122977	ENSMUSG00000067941	Gm7168	EG635895	predicted gene 7168	protein-coding	0.010000	0.386023	
NM_001013774	chr5	145009336	145009936	-	0	NA	promoter-TSS (NM_001013774)	promoter-TSS (NM_001013774)	0	NM_001013774	381686		NM_001013774	ENSMUSG00000038770	Kpna7	Gm1055	karyopherin subunit alpha 7	protein-coding	0.011667	0.447587	
NM_153518	chr15	98707894	98708494	+	0	NA	promoter-TSS (NM_153518)	promoter-TSS (NM_153518)	0	NM_153518	105833		NM_153518	ENSMUSG00000003354	Ccdc65	4933417K04Rik|NYD-SP28	coiled-coil domain containing 65	protein-coding	0.031667	0.485857	
NM_153777	chr7	141194843	141195443	+	0	NA	promoter-TSS (NM_153777)	promoter-TSS (NM_153777)	0	NM_153777	70552		NM_153777	ENSMUSG00000038637	Lrrc56	5730427C23Rik|mFLJ00101	leucine rich repeat containing 56	protein-coding	0.055000	0.577371	
NR_029804	chr15	82197822	82198422	+	0	NA	promoter-TSS (NR_029804)	promoter-TSS (NR_029804)	0	NR_029804	723897		NR_029804	ENSMUSG00000065465	Mir33	Mirn33|mir-33|mmu-mir-33	microRNA 33	ncRNA	0.026667	0.570715	
NM_144819	chr5	124861921	124862521	-	0	NA	promoter-TSS (NM_001081750)	promoter-TSS (NM_001081750)	0	NM_144819	215707		NM_144819	ENSMUSG00000037979	Ccdc92	D5Bwg0834e	coiled-coil domain containing 92	protein-coding	0.118333	0.702163	
NM_030237	chr13	92575932	92576532	-	0	NA	promoter-TSS (NM_030237)	promoter-TSS (NM_030237)	0	NM_030237	79401		NM_030237	ENSMUSG00000046957	Spz1	1700027M20Rik	spermatogenic leucine zipper 1	protein-coding	0.010000	0.550749	
NM_001025605	chr12	64917611	64918211	+	0	NA	promoter-TSS (NM_001025605)	promoter-TSS (NM_001025605)	0	NM_001025605	217648		NM_001025605	ENSMUSG00000047227	Gm527	-	predicted gene 527	protein-coding	0.120000	0.728785	100(TCCCGC,+,0.00),270(TCCCGC,+,0.00),274(GCGGGA,-,0.00)
NR_035437	chr9	8246486	8247086	+	0	NA	promoter-TSS (NR_035437)	promoter-TSS (NR_035437)	0	NR_035437	100316772		NR_035437	ENSMUSG00000084747	Mir1899	Mirn1899|mmu-mir-1899	microRNA 1899	ncRNA	0.005000	0.391015	
NM_021714	chr6	136827916	136828516	-	0	NA	promoter-TSS (NM_021714)	promoter-TSS (NM_021714)	0	NM_021714	60321		NM_021714	ENSMUSG00000030216	Wbp11	2510026P17Rik|D6Wsu113e|Npwbp|SIPP1	WW domain binding protein 11	protein-coding	0.070000	0.564060	37(GCGGGA,-,0.00)
NR_035407	chr16	20604152	20604752	+	0	NA	promoter-TSS (NR_035407)	promoter-TSS (NR_035407)	0	NR_035407	100316739		NR_035407	ENSMUSG00000080669	Mir1224	Mirn1224|mir-1224|mmu-mir-1224	microRNA 1224	ncRNA	0.016667	0.584027	
NM_026924	chr2	144331780	144332380	-	0	NA	promoter-TSS (NM_152947)	promoter-TSS (NM_152947)	0	NM_026924	107586		NM_026924	ENSMUSG00000037279	Ovol2	1700108N11Rik|1810007D21Rik|M-OVO|M-OVO-A|M-OVO-B|MOVO|Ovo2|Zfp339|movo2	ovo like zinc finger 2	protein-coding	0.058333	0.572379	110(GCGGGA,-,0.00),180(GCGGGA,-,0.00)
NM_177607	chr4	62525069	62525669	+	0	NA	promoter-TSS (NM_021498)	promoter-TSS (NM_021498)	0	NM_177607	214106		NM_177607	ENSMUSG00000058046	4933430I17Rik	bN189G18.7	RIKEN cDNA 4933430I17 gene	protein-coding	0.061667	0.534110	53(GCGGGA,-,0.00),186(TCCCGC,+,0.00)
NM_026090	chr9	106570667	106571267	-	0	NA	promoter-TSS (NM_026090)	promoter-TSS (NM_026090)	0	NM_026090	67320		NM_026090	ENSMUSG00000041009	Iqcf4	1700042N06Rik|mtIQ1	IQ motif containing F4	protein-coding	0.013333	0.450915	
NR_002142	chr14	50807471	50808071	-	0	NA	promoter-TSS (NR_002142)	promoter-TSS (NR_002142)	0	NR_002142	85029		NR_002142	ENSMUSG00000092837	Rpph1	Gm24821|H1RNA|Rmrp5|Rpr	ribonuclease P RNA component H1	ncRNA	0.071667	0.613977	84(TCCCGC,+,0.00)
NM_029300	chr9	106514273	106514873	+	0	NA	promoter-TSS (NM_029300)	promoter-TSS (NM_029300)	0	NM_029300	75470		NM_029300	ENSMUSG00000066382	Iqcf5	1700007L12Rik	IQ motif containing F5	protein-coding	0.010000	0.469218	
NM_001081954	chr10	58232375	58232975	-	0	NA	promoter-TSS (NM_001081954)	promoter-TSS (NM_001081954)	0	NM_001081954	664783		NM_001081954		Dux	AW822073|Dux4|Duxbl|EG664783	double homeobox	protein-coding	0.033333	0.589018	-148(GCGGGA,-,0.00)
NM_029245	chr6	83762346	83762946	+	0	NA	promoter-TSS (NR_105027)	promoter-TSS (NR_105027)	0	NM_029245	75305		NM_029245	ENSMUSG00000014747	Ankrd53	4930564N15Rik	ankyrin repeat domain 53	protein-coding	0.033333	0.525790	
NM_172420	chr2	79707480	79708080	+	0	NA	promoter-TSS (NM_001290744)	promoter-TSS (NM_001290744)	0	NM_172420	75276		NM_172420	ENSMUSG00000034683	Ppp1r1c	4930565M23Rik|4930579P15Rik	protein phosphatase 1, regulatory inhibitor subunit 1C	protein-coding	0.013333	0.442596	
NM_001037749	chr9	119190095	119190695	-	0	NA	promoter-TSS (NM_001037749)	promoter-TSS (NM_001037749)	0	NM_001037749	382113		NM_001037749	ENSMUSG00000070280	Slc22a14	Gm1128	solute carrier family 22 (organic cation transporter), member 14	protein-coding	0.010000	0.497504	
NR_029883	chr12	109733471	109734071	+	0	NA	promoter-TSS (NR_030424)	promoter-TSS (NR_030424)	0	NR_029883	723912		NR_029883	ENSMUSG00000065428	Mir382	Mirn382|mir-382|mmu-mir-382	microRNA 382	ncRNA	0.015000	0.514143	
NM_001097644	chr1	64691045	64691645	+	0	NA	promoter-TSS (NM_001097644)	promoter-TSS (NM_001097644)	0	NM_001097644	227210		NM_001097644	ENSMUSG00000070871	Ccnyl1	9630037P07Rik	cyclin Y-like 1	protein-coding	0.118333	0.722130	118(TCCCGC,+,0.00)
NM_029401	chr4	138623692	138624292	-	0	NA	promoter-TSS (NM_029401)	promoter-TSS (NM_029401)	0	NM_029401	75718		NM_029401	ENSMUSG00000028753	Vwa5b1	4931403E03Rik	von Willebrand factor A domain containing 5B1	protein-coding	0.008333	0.494176	
NR_029657	chrX	52742267	52742867	-	0	NA	promoter-TSS (NR_029853)	promoter-TSS (NR_029853)	0	NR_029657	723829		NR_029657	ENSMUSG00000065456	Mir106a	Mirn106a|mir-106a	microRNA 106a	ncRNA	0.010000	0.419301	
NR_030492	chr9	108969622	108970222	+	0	NA	promoter-TSS (NR_030492)	promoter-TSS (NR_030492)	0	NR_030492	751536		NR_030492	ENSMUSG00000076142	Mir711	Mirn711|mir-711|mmu-mir-711	microRNA 711	ncRNA	0.015000	0.539101	
NM_173383	chr18	36765914	36766514	-	0	NA	promoter-TSS (NM_173383)	promoter-TSS (NM_173383)	0	NM_173383	213236		NM_173383	ENSMUSG00000044595	Dnd1	RBMS4|Ter	DND microRNA-mediated repression inhibitor 1	protein-coding	0.036667	0.560732	
NR_029785	chr14	115043371	115043971	+	0	NA	promoter-TSS (NR_029815)	promoter-TSS (NR_029815)	0	NR_029785	723905		NR_029785	ENSMUSG00000065508	Mir17	Mirn17|mir-17|mmu-mir-17	microRNA 17	ncRNA	0.018333	0.455907	
NR_029810	chr1	162217514	162218114	+	0	NA	promoter-TSS (NR_029810)	promoter-TSS (NR_029810)	0	NR_029810	723821		NR_029810	ENSMUSG00000070126	Mir199a-2	Mirn199a-2|mir-199a-2	microRNA 199a-2	ncRNA	0.023333	0.560732	
NM_027572	chr10	40570062	40570662	+	0	NA	promoter-TSS (NM_027572)	promoter-TSS (NM_027572)	0	NM_027572	70840		NM_027572	ENSMUSG00000019834	Slc22a16	4921504E14Rik|CT2|FLIPT2|OCT6|OKB1	solute carrier family 22 (organic cation transporter), member 16	protein-coding	0.033333	0.574043	
NR_033613	chr9	40050258	40050858	+	0	NA	promoter-TSS (NR_033613)	promoter-TSS (NR_033613)	0	NR_033613	72224		NR_033613	ENSMUSG00000101963	1700001J11Rik	-	ring finger protein 19A pseudogene	pseudo	0.036667	0.484193	
NR_029645	chr7	3220473	3221073	+	0	NA	promoter-TSS (NR_029645)	promoter-TSS (NR_029645)	0	NR_029645	100049713		NR_029645	ENSMUSG00000077886	Mir295	Mirn295|mir-295|mmu-miR-295	microRNA 295	ncRNA	0.010000	0.435940	
NM_178914	chr12	98627842	98628442	+	0	NA	promoter-TSS (NM_001289573)	promoter-TSS (NM_001289573)	0	NM_178914	104871		NM_178914	ENSMUSG00000021007	Spata7	B230306G18Rik|HSD3	spermatogenesis associated 7	protein-coding	0.055000	0.605657	-93(TCCCGC,+,0.00)
NM_023727	chr1	191977070	191977670	+	0	NA	promoter-TSS (NM_001177900)	promoter-TSS (NM_001177900)	0	NM_023727	74023		NM_023727	ENSMUSG00000049353	Rd3	3322402L07Rik|rd-3|rd3	retinal degeneration 3	protein-coding	0.011667	0.529118	
NM_175240	chr7	30976760	30977360	+	0	NA	promoter-TSS (NM_175240)	promoter-TSS (NM_175240)	0	NM_175240	76415		NM_175240	ENSMUSG00000046826	Fam187b	1700020B09Rik|Tmem162	family with sequence similarity 187, member B	protein-coding	0.013333	0.524126	
NM_001166475	chr15	82058851	82059451	+	0	NA	promoter-TSS (NM_001166475)	promoter-TSS (NM_001166475)	0	NM_001166475	328573		NM_001166475	ENSMUSG00000075524	4930407I10Rik	Gm747	RIKEN cDNA 4930407I10 gene	protein-coding	0.003333	0.539101	
NM_010085	chr8	43576407	43577007	-	0	NA	promoter-TSS (NM_010085)	promoter-TSS (NM_010085)	0	NM_010085	13525		NM_010085	ENSMUSG00000048516	Adam26a	Adam26|Dtgn4	ADAM metallopeptidase domain 26A	protein-coding	0.005000	0.362729	
NM_001099316	chrX	37411805	37412405	+	0	NA	promoter-TSS (NM_001099316)	promoter-TSS (NM_001099316)	0	NM_001099316	100039913		NM_001099316	ENSMUSG00000079638	Rhox2b	Rhox2.2|Rhox2a	reproductive homeobox 2B	protein-coding	0.025000	0.505824	
NM_183109	chr15	100280537	100281137	+	0	NA	promoter-TSS (NM_183109)	promoter-TSS (NM_183109)	0	NM_183109	75002		NM_183109	ENSMUSG00000045631	Tmprss12	4930478A21Rik	transmembrane (C-terminal) protease, serine 12	protein-coding	0.053333	0.655574	-13(GCGGGA,-,0.00)
NM_001081246	chr10	100592086	100592686	+	0	NA	promoter-TSS (NM_001081246)	promoter-TSS (NM_001081246)	0	NM_001081246	66605		NM_001081246	ENSMUSG00000056912	1700017N19Rik	-	RIKEN cDNA 1700017N19 gene	protein-coding	0.001667	0.319468	
NM_026205	chr17	24717757	24718357	-	0	NA	promoter-TSS (NM_026205)	promoter-TSS (NM_026205)	0	NM_026205	67504		NM_026205	ENSMUSG00000008482	Rnf151	1700010O16Rik	ring finger protein 151	protein-coding	0.006667	0.502496	
NM_009556	chr8	43306709	43307309	-	0	NA	promoter-TSS (NM_009556)	promoter-TSS (NM_009556)	0	NM_009556	22702		NM_009556	ENSMUSG00000051176	Zfp42	Rex-1|Rex1|Zfp-42	zinc finger protein 42	protein-coding	0.030000	0.510815	
NM_021329	chr11	68973555	68974155	-	0	NA	promoter-TSS (NM_001285443)	promoter-TSS (NM_001285443)	0	NM_021329	57785		NM_021329	ENSMUSG00000032892	Rangrf	2400006H24Rik|Mog1|Rangnrf	RAN guanine nucleotide release factor	protein-coding	0.040000	0.550749	
NM_028557	chr9	18478059	18478659	+	0	NA	promoter-TSS (NM_001357419)	promoter-TSS (NM_001357419)	0	NM_028557	73503		NM_028557	ENSMUSG00000038691	Mbd3l1	1700070G05Rik|1700095H13Rik|Mbd3l	methyl-CpG binding domain protein 3-like 1	protein-coding	0.006667	0.400998	
NR_004432	chr15	83149345	83149945	+	0	NA	promoter-TSS (NM_001347082)	promoter-TSS (NM_001347082)	0	NR_004432	104307		NR_004432	ENSMUSG00000065176	Rnu12	-	RNA U12, small nuclear	snRNA	0.050000	0.502496	120(GCGGGA,-,0.00)
NM_153109	chrX	118426935	118427535	+	0	NA	promoter-TSS (NM_001142750).2	promoter-TSS (NM_001142750).2	0	NM_153109	245583		NM_153109	ENSMUSG00000100133	Tgif2lx1	Tex1|Tgif2lx|Tgifx1	TGFB-induced factor homeobox 2-like, X-linked 1	protein-coding	0.018333	0.414309	
NR_029649	chr2	174267285	174267885	-	0	NA	promoter-TSS (NR_029646)	promoter-TSS (NR_029646)	0	NR_029649	723832		NR_029649	ENSMUSG00000065410	Mir298	Mirn298|mir-298|mmu-mir-298	microRNA 298	ncRNA	0.011667	0.505824	
NM_054066	chr6	140041117	140041717	-	0	NA	promoter-TSS (NM_054066)	promoter-TSS (NM_054066)	0	NM_054066	114875		NM_054066	ENSMUSG00000030230	Plcz1	1700041H07Rik|PLCzeta	phospholipase C, zeta 1	protein-coding	0.008333	0.445923	
NM_028672	chr11	23013087	23013687	+	0	NA	promoter-TSS (NM_028672)	promoter-TSS (NM_028672)	0	NM_028672	73873		NM_028672	ENSMUSG00000049811	Fam161a	4930430E16Rik	family with sequence similarity 161, member A	protein-coding	0.005000	0.472546	
NM_001033250	chr1	132191136	132191736	+	0	NA	promoter-TSS (NM_001311104)	promoter-TSS (NM_001311104)	0	NM_001033250	213409		NM_001033250	ENSMUSG00000079330	Lemd1	4930540I23Rik|6430514M23Rik|LEMP-1	LEM domain containing 1	protein-coding	0.050000	0.567388	
NM_001004153	chr7	3168903	3169503	-	0	NA	promoter-TSS (NM_001004153)	promoter-TSS (NM_001004153)	0	NM_001004153	245128		NM_001004153	ENSMUSG00000054753	AU018091	cat-5	expressed sequence AU018091	protein-coding	0.006012	0.475050	
NM_183271	chr2	164199817	164200417	-	0	NA	promoter-TSS (NM_183271)	promoter-TSS (NM_183271)	0	NM_183271	68221		NM_183271	ENSMUSG00000051769	Wfdc15a	1700049M11Rik|Wfdcl1	WAP four-disulfide core domain 15A	protein-coding	0.025000	0.524126	
NM_001031621	chr17	24350759	24351359	-	0	NA	promoter-TSS (NM_013855)	promoter-TSS (NM_013855)	0	NM_001031621	381072		NM_001031621	ENSMUSG00000035435	Abca17	-	ATP-binding cassette, sub-family A member 17	protein-coding	0.053333	0.597338	
NM_019784	chr12	76246446	76247046	-	0	NA	promoter-TSS (NM_001159532)	promoter-TSS (NM_001159532)	0	NM_019784	80384		NM_019784	ENSMUSG00000021056	Tex21	4931406F04Rik|4931412D23Rik|4931421K24Rik|tsec-2	testis expressed gene 21	protein-coding	0.015000	0.391015	
NM_001166063	chr15	3303226	3303826	-	0	NA	promoter-TSS (NM_001166063)	promoter-TSS (NM_001166063)	0	NM_001166063	100039139		NM_001166063	ENSMUSG00000091119	Ccdc152	-	coiled-coil domain containing 152	protein-coding	0.030000	0.529118	
NM_026315	chr8	79248283	79248883	-	0	NA	promoter-TSS (NM_026315)	promoter-TSS (NM_026315)	0	NM_026315	67687		NM_026315	ENSMUSG00000031682	1700011L22Rik	-	RIKEN cDNA 1700011L22 gene	protein-coding	0.018333	0.469218	
